dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B073P1YLMJ,Amazon Brand – Rivet Modern This Week Gold Glitter Dry Erase,40.64,3.81,60.96,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5a/5aa1f606.jpg
ABO Dataset,B085CXW57J,AmazonBasics Household Sewing Machine with 16 Stitch Functio,38.38,15.29,24.69,38.38,37.61,39.15,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/17/1758020a.jpg
ABO Dataset,B086KFCF4V,AmazonBasics Faux-Linen Upholstered Square Stitched Platform,210.01,159.0,120.5,210.01,205.81,214.21,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7e/7e653146.jpg
ABO Dataset,B071FJR3SR,Amazon Brand – Stone & Beam Glenwood Industrial Metal Chest,96.52,48.26,132.08,132.08,129.44,134.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c6/c6a3123c.jpg
ABO Dataset,B07QDMM2WL,Waterdrop Chubby NSF Certified 10-Cup Water Filter Pitcher w,26.42,13.46,25.4,26.42,25.89,26.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9f/9fbc07d5.jpg
ABO Dataset,B07LDFCKN7,AmazonBasics Envelope Sleeping Bag - Cold Weather (Renewed),190.5,83.82,5.08,190.5,186.69,194.31,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e5/e5367dd6.jpg
ABO Dataset,B07VD8CVJD,Amazon Basics Anti-Fatigue Standing Comfort Mat for Home Kit,76.2,50.8,1.91,76.2,74.68,77.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e3/e3daff1e.jpg
ABO Dataset,B0719BJB15,AmazonBasics Exercise Mat with EVA Foam Interlocking Tiles-b,60.96,60.96,1.27,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/38/38c547f3.jpg
ABO Dataset,B07P5QR18J,"AmazonBasics Cuddler Pet Bed - X-Large, Pink Polka Dots",89.92,69.85,19.81,89.92,88.12,91.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/93/9307a833.jpg
ABO Dataset,B07JVNDQCN,"Amazon Brand - Solimo Alissa Shot Glass Set, 30ml, Set of 6,",4.9,4.9,5.5,5.5,5.39,5.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d7/d7788f48.jpg
ABO Dataset,B07P8MJWPN,"AmazonBasics 18 Inch Bottom Mount Drawer Slides, White Powde",45.72,2.21,2.29,45.72,44.81,46.63,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/73/73554a31.jpg
ABO Dataset,B07PVMYQN8,"AmazonBasics USB 3.1 Type-C VGA Multiport Adapter, 5-Pack",37.85,18.54,2.16,37.85,37.09,38.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e5/e5bd8d4f.jpg
ABO Dataset,B074V3VTD9,"365 Everyday Value, Milk Chocolate Drizzled Kettle Corn, 6 O",7.62,19.05,35.56,35.56,34.85,36.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/62/62ea25a8.jpg
ABO Dataset,B07QFRD338,"AmazonBasics Fabric Storage Bin - Large Cube, Charcoal Grey",43.18,43.18,43.18,43.18,42.32,44.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cb/cb3e241b.jpg
ABO Dataset,B074MFT2LX,"365 by Whole Foods Market, Organic Shelf-Stable Almondmilk,",5.72,8.89,21.59,21.59,21.16,22.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c2/c2d06d5b.jpg
ABO Dataset,B077S7LX5Q,"Wickedly Prime Garlic Flavored Extra Virgin Olive Oil, 250ml",4.7,4.7,21.5,21.5,21.07,21.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/48/48ed7b5c.jpg
ABO Dataset,B07QKGCTBT,"365 Everyday Value, Organic Beef Jerky, Teriyaki, 3 oz",16.13,2.54,23.88,23.88,23.4,24.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4d/4da826fd.jpg
ABO Dataset,B004XI7BYS,"Level Mount by Elexa NT65MC Cantilever TV Mount, Matte Black",13.97,95.25,30.48,95.25,93.34,97.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/61/61ed6642.jpg
ABO Dataset,B085WKVZ1R,Amazon Brand - Solimo Virgo Solid Sheesham Wood 6 seater Din,150.0,99.0,76.0,150.0,147.0,153.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/94/947b39ca.jpg
ABO Dataset,B003N2POXK,AmazonBasics Vehicle Power Cable with Mini-USB Connector for,8.13,3.05,3.05,8.13,7.97,8.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c4/c414a7b1.jpg
ABO Dataset,B07NRDK4LD,"365 Everyday Value, Decorating Sugar, Yellow, 3.3 oz",4.45,4.45,9.65,9.65,9.46,9.84,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0e/0e754de0.jpg
ABO Dataset,B07X25H3LJ,"Amazon Basics Wooden Pants & Skirts Hangers with Clips, 10-P",27.94,9.65,0.89,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B087QMBGTB,AmazonBasics Soft Roll Up Tonneau Cover for 2014-2019 Chevy,208.28,174.8,10.67,208.28,204.11,212.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07GG2X2MX,Amazon Brand - Movian Idro 4-Door Shoe Cabinet/Cupboard/Orga,25.0,52.0,163.0,163.0,159.74,166.26,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/28/28c08aa4.jpg
ABO Dataset,B0735WFBHQ,"Amazon Brand – Stone & Beam Modern Striped Area Rug, 4 x 6 F",182.88,121.92,0.76,182.88,179.22,186.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b5514d9c.jpg
ABO Dataset,B01K3MKWCK,"AmazonBasics Triangular Barbecue Brush, Single, 30,5 cm",79.5,46.99,9.14,79.5,77.91,81.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/66/66baa7bd.jpg
ABO Dataset,B07CVX5FWB,"Amazon Brand - Solimo Clover Honey, 12 ounce",5.71,6.35,13.97,13.97,13.69,14.25,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0b/0b427b74.jpg
ABO Dataset,B07Y5YCWLR,"AmazonBasics Light-Weight Plastic Soup Spoons, White, 250-Pa",17.5,17.5,11.0,17.5,17.15,17.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ce/ce256bd5.jpg
ABO Dataset,B07GFWLLHG,"AmazonBasics Triple Laundry Basket Hamper, Beige",63.75,40.64,56.9,63.75,62.48,65.03,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/25/2523aa01.jpg
ABO Dataset,B074MFLXHL,"365 Everyday Value, Corn Starch, 16 oz",5.08,10.16,16.99,16.99,16.65,17.33,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/12/128a3216.jpg
ABO Dataset,B07SQXK6BJ,AmazonCommercial Kitchen Trash Bag - 13 Gallon - 280 Count -,68.58,60.96,0.03,68.58,67.21,69.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/79/79d000e2.jpg
ABO Dataset,B07TLYK7BB,AmazonBasics 10-in-1 Electrician's Stripping Multitool with,10.41,2.21,4.57,10.41,10.2,10.62,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/644b6d80.jpg
ABO Dataset,B08353YSSZ,Amazon Brand - Eden & Ivy Women's Sling Bag (Mustard),24.0,7.0,18.0,24.0,23.52,24.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f7/f7326450.jpg
ABO Dataset,B07RQMRZH6,"Amazon Basics Rectangular Wall Mirror 24"" x 36"" - Standard T",60.96,3.94,91.44,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cf/cff3027f.jpg
ABO Dataset,B088BZTYFP,AmazonBasics Merv 8 AC Furnace Air Filter - 16'' x 20'' x 1',40.01,1.91,50.16,50.16,49.16,51.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2a/2aa9835f.jpg
ABO Dataset,B072JT7WFN,"AmazonBasics - Shelf for medium weight objects, solid poles,",121.92,182.88,45.72,182.88,179.22,186.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7b/7b2c9e2a.jpg
ABO Dataset,B075X4HZPX,"Amazon Brand – Stone & Beam Leila Tufted Sofa, 88"" W, Latte",91.44,223.52,78.74,223.52,219.05,227.99,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/30/3095b530.jpg
ABO Dataset,B07SFZLYVP,AmazonBasics Fabric 4-Drawer Storage Organizer - Replacement,41.0,28.5,84.33,84.33,82.64,86.02,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2e/2ecaf5c2.jpg
ABO Dataset,B072KLFCRZ,"AmazonBasics 18 Inch Push Broom Kit, Fine Floor, 6-Pack",47.5,7.62,11.94,47.5,46.55,48.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3c/3cf625c6.jpg
ABO Dataset,B07H3TSCKY,"Eono iPhone Xs Max Case,Slim Black Shock Absorption Hard TPU",15.96,0.98,7.95,15.96,15.64,16.28,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ae/ae601eaa.jpg
ABO Dataset,B07RMYWFHY,AmazonBasics Sideboard,57.0,100.0,190.0,190.0,186.2,193.8,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/88e90496.jpg
ABO Dataset,B07CMR5VC4,"Amazon Brand - Solimo Sonic Replacement Brush Heads, 5 Count",8.89,11.84,22.91,22.91,22.45,23.37,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/74/74bd5589.jpg
ABO Dataset,B07JXGVHDB,Amazon Brand - Solimo Baking Paper & Cooking Parchment Paper,27.8,5.7,5.7,27.8,27.24,28.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4b/4b415b95.jpg
ABO Dataset,B003LN2KL0,AmazonBasics Satellite Speaker Stand (Black),27.94,19.94,68.58,68.58,67.21,69.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4b/4b54f7f6.jpg
ABO Dataset,B07T3G6NPW,AmazonBasics Stainless Steel License Plate Frame Pair with S,31.24,16.0,2.29,31.24,30.62,31.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0e/0e6b5489.jpg
ABO Dataset,B07KFR8XM6,"AmazonBasics Soft Foam High Visibility T Shape Ear Plugs, 5-",10.16,1.27,12.7,12.7,12.45,12.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/13/13ec65dd.jpg
ABO Dataset,B07M7WGJGK,"AmazonBasics Pet Carrier Kennel with Metal Wire Ventilation,",72.64,53.09,55.12,72.64,71.19,74.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3f/3f50a715.jpg
ABO Dataset,B014I8SIJY,"AmazonBasics High-Speed HDMI Cable, 3 Feet, 1-Pack",91.44,2.0,0.98,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8a/8ae9b9f9.jpg
ABO Dataset,B07S329DKS,(Renewed) AmazonBasics Carbon Fiber Monopod,5.99,43.99,5.49,43.99,43.11,44.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/07/07a34d2f.jpg
ABO Dataset,B079VQDHD9,"AmazonBasics Commercial Grade 25,000 Hour LED Light Bulb | 5",179.07,127.0,19.28,179.07,175.49,182.65,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/883893a4.jpg
ABO Dataset,B07T25P4J2,"AmazonBasics Memory Foam Seat Cushion - Triangle, U-Shape",44.98,32.99,5.99,44.98,44.08,45.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3b/3ba172ad.jpg
ABO Dataset,B00BX8JH4I,Brown and Cream Color Faceted Dyed Agate with Brown Tone Mar,10.67,7.62,1.78,10.67,10.46,10.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/79/7934100d.jpg
ABO Dataset,B07SJ29VB4,AmazonBasics Fabric 5-Drawer Storage Organiser Unit for Clos,83.06,29.21,76.96,83.06,81.4,84.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8f/8fe2c56b.jpg
ABO Dataset,B074VL1JQG,Amazon Brand – Stone & Beam Medallion Decorative Throw Pillo,43.18,43.18,7.62,43.18,42.32,44.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/55/55ba9408.jpg
ABO Dataset,B07KFRCB74,"Amazon Basics Soft Foam High Visibility Bullet  Earplugs, NR",15.24,2.54,15.24,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/88/888d023e.jpg
ABO Dataset,B07H427BN5,AmazonBasics Classic Kitchen Tap - Polished Chrome,26.75,4.95,13.87,26.75,26.21,27.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a1d57f72.jpg
ABO Dataset,B07R17XRJN,"AmazonBasics Wood Print Puzzle Mat, Ash",60.96,60.96,5.99,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a2/a2403fe2.jpg
ABO Dataset,B0757XXVZY,AmazonBasics Remanufactured Ink Cartridge Replacement for HP,4.83,3.05,5.08,5.08,4.98,5.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/71/714d44ff.jpg
ABO Dataset,B07WC1SZXX,AmazonBasics Body Weight Scale with BMI Technology - Auto On,30.0,30.0,2.31,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/39/39c5c4a9.jpg
ABO Dataset,B07QVL4P9X,"Amazon Brand - Solimo 2-Door Foldable Wardrobe, 6 Racks, Bei",99.0,45.0,165.0,165.0,161.7,168.3,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d0/d043228b.jpg
ABO Dataset,B07WR36FBM,UMI Slim Laundry Basket on Wheels Tall Rolling Laundry Hampe,39.37,19.81,55.88,55.88,54.76,57.0,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/9d/9da948e3.jpg
ABO Dataset,B07T4JG2MY,AmazonBasics AB-LB102 Storage Lock Box,9.63,7.52,14.0,14.0,13.72,14.28,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fe/fe816f16.jpg
ABO Dataset,B07JF8RT6F,"Whole Foods Market, Limited Edition Organic Lip Balm Trio (3",1.91,7.11,13.84,13.84,13.56,14.12,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d0/d0fbdbea.jpg
ABO Dataset,B07FM52HCD,Eono Essentials Leotards for 8-Year Girl's Ballet Gymnastics,25.4,25.4,1.27,25.4,24.89,25.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/dc/dc9e3910.jpg
ABO Dataset,B07PD6BYQT,"AmazonBasics 35mm Face Frame Hinge, Nickel plated finish,1 P",9.98,7.39,7.9,9.98,9.78,10.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f0/f0882d27.jpg
ABO Dataset,B08352DBRC,"AmazonCommercial 11"" Stainless Steel Aluminum-Clad Fry Pan",54.5,29.3,7.9,54.5,53.41,55.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d0/d0691ddf.jpg
ABO Dataset,B004UE2ID4,[Find] Amazon Collection K go-rudobondyingusuta-ringusiruba-,11.68,11.18,0.51,11.68,11.45,11.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/54/54316fd7.jpg
ABO Dataset,B07RVY85TV,AmazonBasics Premium Urban Garment Bag - Black,45.09,5.08,57.15,57.15,56.01,58.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cb/cbf8539a.jpg
ABO Dataset,B074VD86JG,"365 Everyday Value, Canola Oil, 32 oz",10.16,7.49,20.96,20.96,20.54,21.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5f/5f627a55.jpg
ABO Dataset,B074MJ2TLF,"Whole Foods Market, Once Daily Garlic, 30 ct",2.54,11.27,12.7,12.7,12.45,12.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d9/d9d529b1.jpg
ABO Dataset,B00NH140MI,AmazonBasics Apple Certified Lightning to USB Cable - 4-Inch,10.16,15.24,1.98,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/7c/7c5b7744.jpg
ABO Dataset,B0757YFKZT,AmazonBasics Remanufactured Ink Cartridge Replacement for Ep,7.62,1.27,5.59,7.62,7.47,7.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/63/63be1594.jpg
ABO Dataset,B07TDTLFPT,AmazonBasics Heavy Duty Rubber Grip Utility Knife - Retracta,17.14,3.56,2.54,17.14,16.8,17.48,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/06/0687d4cd.jpg
ABO Dataset,B07QJ22ZQL,"Stone & Beam Canton King Button-Tufted Headboard, 80"" W, Pea",7.62,203.2,157.48,203.2,199.14,207.26,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c7/c741632b.jpg
ABO Dataset,B07VD8NPSK,"Amazon Brand - Solimo 3 Piece Storage Basket Set, Brown",30.0,35.0,13.0,35.0,34.3,35.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1a/1a7e38cf.jpg
ABO Dataset,B01MCVN43Y,AmazonBasics Remanufactured Ink Cartridge for Canon CLI-526,8.2,1.5,3.8,8.2,8.04,8.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d7/d78f181b.jpg
ABO Dataset,B00TCBG6DI,"365 Everyday Value, Organic Beef Jerky, Original Flavor, 3 o",20.32,16.51,20.32,20.32,19.91,20.73,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3e/3e7e2e4c.jpg
ABO Dataset,B07762NXPM,"AmazonBasics Modern Towel Bar - Oil Rubbed Bronze, 24-Inch",66.29,5.84,7.62,66.29,64.96,67.62,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/20/20a93eda.jpg
ABO Dataset,B07GDSDSSD,"Amazon Brand - Solimo Square Silicone Cupcake Mould, Small,",6.8,6.8,4.0,6.8,6.66,6.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c2/c24ff509.jpg
ABO Dataset,B075HXJY3Y,Amazon Brand – Stone & Beam Medallion Round Stoneware Tile C,10.79,0.97,10.79,10.79,10.57,11.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a7/a73d17e3.jpg
ABO Dataset,B0872KBRXL,"AmazonBasics Portable Stereo Boombox with CD Player, FM Radi",9.45,8.45,4.33,9.45,9.26,9.64,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/4d/4d2af950.jpg
ABO Dataset,B07HSBDCX8,Amazon Brand – Stone & Beam Rylee Modern Farmhouse Acacia Wo,169.93,37.08,44.96,169.93,166.53,173.33,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a0/a0e57102.jpg
ABO Dataset,B07WK4BV5X,Amazon Brand - Solimo Plastic Food Storage Containers with L,37.62,18.57,30.18,37.62,36.87,38.37,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/09/09f144c7.jpg
ABO Dataset,B073P5V2PC,Amazon Brand – Stone & Beam Modern Turquoise and Orange Palm,30.48,3.81,30.48,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ce/cefc9e16.jpg
ABO Dataset,B07D93R5HV,AmazonBasics Soft Core Colored Pencils - 24-Count Set,21.49,1.4,19.1,21.49,21.06,21.92,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a7/a7d2c900.jpg
ABO Dataset,B01IN26Z5A,AmazonBasics Ultra Thin Indoor TV Antenna - 50 Mile Range,29.54,1.6,26.67,29.54,28.95,30.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/dd/ddeb95f3.jpg
ABO Dataset,B00TDCVM6W,"Pinzon Porcelain Heart,Small,White",6.99,6.99,6.99,6.99,6.85,7.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5e/5ec1ddf2.jpg
ABO Dataset,B07D5MBWJ7,"AmazonBasics Double-Sided Wooden Book Display, Natural Pine",91.44,48.26,76.2,91.44,89.61,93.27,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/29/29d9a02e.jpg
ABO Dataset,B07QDZN8T8,"AmazonBasics Performance Range 23-50"" Flat to Wall Mount",43.0,42.8,67.41,67.41,66.06,68.76,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a7/a7378384.jpg
ABO Dataset,B074Y2FV9G,"365 Everyday Value, Spicy Jalapeno White Cheddar Popcorn, 8",10.54,23.88,36.45,36.45,35.72,37.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cb/cb573a5c.jpg
ABO Dataset,B074H4SG9S,"Whole Foods Market, Lime Sparkling Mineral, 500 ML",23.11,6.35,23.11,23.11,22.65,23.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b2/b2d9c684.jpg
ABO Dataset,B07CKWPBNH,"Simple Joys by Carter's Kai Winter Boot Fashion, Tan Khaki,",12.7,12.7,12.7,12.7,12.45,12.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a5/a5d35765.jpg
ABO Dataset,B07Q8LL965,"AmazonBasics - Projector Screen, Manual Extendable Roller Bl",237.49,9.14,151.38,237.49,232.74,242.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/31/31e1b69b.jpg
ABO Dataset,B07GKFT4W4,"Amazon Brand - Solimo Yoga Foam Roller, Large (Green)",45.5,15.2,15.0,45.5,44.59,46.41,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2d/2d9e020a.jpg
ABO Dataset,B07PPP1NJP,AmazonBasics Mini Wireless Presenter,11.94,3.99,3.99,11.94,11.7,12.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B074VDX79N,"365 by Whole Foods Market, Grade A Chocolate Milk, Whole, 16",5.08,5.08,15.24,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/13/134facdf.jpg
ABO Dataset,B07V4T26BL,"AmazonBasics - Windshield Wiper Blades (Set of 2) - 26"" / 20",48.26,2.54,6.6,48.26,47.29,49.23,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e0/e058a1aa.jpg
